Brand,Product,Price,Category,Concern,Link
Guerlain,Abeille Royale Daily Repair Serum,C$182.00 - C$242.00,Serum,Anti-Aging,/ca/en/product/abeille-royale-daily-repair-serum-P397052?icid2=products grid:p397052:product
Darphin,PRÌÎÌ_DERMINE Firming Wrinkle Repair Serum,C$242.00,Serum,Anti-Aging,/ca/en/product/predermine-firming-wrinkle-repair-serum-P406963?icid2=products grid:p406963:product
Darphin,STIMULSKIN PLUS Divine Serum Concentrate,C$398.00,Serum,Anti-Aging,/ca/en/product/stimulskin-plus-divine-serum-concentrate-P419826?icid2=products grid:p419826:product
Kiehl's Since 1851,Precision Lifting & Pore-Tightening Concentrate,C$77.00 - C$104.00,Serum,Anti-Aging,/ca/en/product/precision-lifting-pore-tightening-concentrate-P422252?icid2=products grid:p422252:product
Karuna,Vitamin C+ Pearls,C$58.00,Serum,Anti-Aging,/ca/en/product/vitamin-c-pearls-P419464?icid2=products grid:p419464:product
Dior,Diorsnow White Perfection Anti-Spot & Transparency Brightening Serum,C$219.00,Serum,Anti-Aging,/ca/en/product/diorsnow-white-perfection-anti-spot-transparency-brightening-serum-P395620?icid2=products grid:p395620:product
Karuna,Age-Defying+ Face Mask,C$10.00,Serum,Anti-Aging,/ca/en/product/age-defying-face-mask-P386019?icid2=products grid:p386019:product
Dermalogica,BioLumin-C Serum,C$118.00,Serum,Anti-Aging,/ca/en/product/biolumin-c-serum-P431745?icid2=products grid:p431745:product
Karuna,Brightening+ Face Mask,C$10.00,Serum,Anti-Aging,/ca/en/product/brightening-face-mask-P386020?icid2=products grid:p386020:product
Perricone MD,High Potency Classics: Face Firming Serum,C$118.00,Serum,Anti-Aging,/ca/en/product/high-potency-face-firming-activator-anti-aging-treatment-P397295?icid2=products grid:p397295:product
Skin Inc Supplement Bar,French Pine Bark Serum ANTIOXIDANT PROTECTION,C$46.00,Serum,Anti-Aging,/ca/en/product/french-pine-bark-serum-antioxidant-protection-P391634?icid2=products grid:p391634:product
Skin Inc Supplement Bar,Coenzyme Q10 Serum ENERGIZE & RENEW,C$46.00,Serum,Anti-Aging,/ca/en/product/coenzyme-q10-serum-energize-renew-P391639?icid2=products grid:p391639:product
Algenist,GENIUS White Brightening Essence,C$140.00,Serum,Anti-Aging,/ca/en/product/genius-white-brightening-essence-P393644?icid2=products grid:p393644:product
Eve Lom,WHITE Advanced Brightening Serum,C$195.00,Serum,Anti-Aging,/ca/en/product/white-advanced-brightening-serum-P409628?icid2=products grid:p409628:product
Eve Lom,Age Defying Smoothing Treatment,C$187.50,Serum,Anti-Aging,/ca/en/product/age-defying-smoothing-treatment-P416532?icid2=products grid:p416532:product
Dior,Capture Totale Dreamskin,C$185.00,Serum,Anti-Aging,/ca/en/product/capture-totale-dream-skin-P384786?icid2=products grid:p384786:product
Murad,Retinol Youth Renewal Serum,C$102.00,Serum,Anti-Aging,/ca/en/product/retinol-youth-renewal-serum-P423406?icid2=products grid:p423406:product
Skin Inc Supplement Bar,My Daily Dose of Vitamins,C$85.00,Serum,Anti-Aging,/ca/en/product/my-daily-dose-vitamins-P423728?icid2=products grid:p423728:product
Perricone MD,Vitamin C Ester Brightening Overnight Treatment,C$118.00,Serum,Anti-Aging,/ca/en/product/concentrated-restorative-treatment-P211305?icid2=products grid:p211305:product
Kate Somerville,Age Arrest Anti-Wrinkle Cream,C$105.00,Serum,Anti-Aging,/ca/en/product/age-arrest-anti-wrinkle-cream-P394117?icid2=products grid:p394117:product
Skin Inc Supplement Bar,Ceramide Serum STRENGTHEN & SOOTHE,C$46.00,Serum,Anti-Aging,/ca/en/product/ceramide-serum-strengthen-soothe-P391638?icid2=products grid:p391638:product
Volition Beauty,Snow Mushroom Water Serum,C$78.00,Serum,Anti-Aging,/ca/en/product/snow-mushroom-water-serum-P432810?icid2=products grid:p432810:product
philosophy,When Hope Is Not Enough,C$56.00,Serum,Anti-Aging,/ca/en/product/when-hope-is-not-enough-P381694?icid2=products grid:p381694:product
philosophy,Time In A Bottle 100% In-Control,C$85.00,Serum,Anti-Aging,/ca/en/product/time-in-bottle-100-in-control-P417817?icid2=products grid:p417817:product
Juice Beauty,Antioxidant Serum,C$60.00,Serum,Anti-Aging,/ca/en/product/antioxidant-serum-P408909?icid2=products grid:p408909:product
Origins,Plantscription‰Û¡Ì£å¢ Powerful Lifting Concentrate,C$79.00,Serum,Anti-Aging,/ca/en/product/plantscription-tm-powerful-lifting-concentrate-P416814?icid2=products grid:p416814:product
Kate Somerville,Quench Hydrating Face Serum,C$90.00,Serum,Anti-Aging,/ca/en/product/quench-hydrating-face-serum-P376131?icid2=products grid:p376131:product
Dr. Brandt Skincare,Advanced Retinol Serum,C$87.00,Serum,Anti-Aging,/ca/en/product/2-retinol-complex-serum-P420200?icid2=products grid:p420200:product
Murad,Advanced Active RadianceÌ´å¬ Serum,C$102.00,Serum,Anti-Aging,/ca/en/product/advanced-active-radiance-serum-P381524?icid2=products grid:p381524:product
Skin Inc Supplement Bar,Chlorella Serum BRIGHTEN & TACKLE SPOTS,C$46.00,Serum,Anti-Aging,/ca/en/product/chlorella-serum-brighten-tackle-spots-P391635?icid2=products grid:p391635:product
Kate Somerville,DermalQuench Liquid Lift‰Û¡Ì£å¢ Advanced Wrinkle Reducer,C$114.00,Serum,Anti-Aging,/ca/en/product/dermal-quench-liquid-lift-advanced-wrinkle-reducer-P376073?icid2=products grid:p376073:product
Peter Thomas Roth,Retinol Fusion PM Overnight Resurfacing Pads,C$65.00,Serum,Anti-Aging,/ca/en/product/retinol-fusion-pm-overnight-resurfacing-pads-P418501?icid2=products grid:p418501:product
philosophy,No Reason To Hide Multi-Imperfection Transforming Serum,C$75.00,Serum,Anti-Aging,/ca/en/product/no-reason-to-hide-multi-imperfection-transforming-serum-P395342?icid2=products grid:p395342:product
Origins,"Three Part Harmony Oil-Infused Serum for Renewal, Repair, and Radiance",C$85.00,Serum,Anti-Aging,/ca/en/product/three-part-harmony-oil-infused-serum-for-renewal-repair-radiance-P400406?icid2=products grid:p400406:product
Juice Beauty,STEM CELLULAR‰Û¡Ì£å¢ Anti-Wrinkle Booster Serum,C$99.00,Serum,Anti-Aging,/ca/en/product/stem-cellular-anti-wrinkle-booster-serum-P408939?icid2=products grid:p408939:product
Koh Gen Do,Oriental Plants Essence,C$102.00,Serum,Anti-Aging,/ca/en/product/oriental-plants-essence-P308616?icid2=products grid:p308616:product
Algenist,SPLASH Absolute Hydration Replenishing Emulsion,C$75.00,Serum,Anti-Aging,/ca/en/product/splash-absolute-hydration-replenishing-emulsion-P407334?icid2=products grid:p407334:product
EstÌÎå©e Lauder,Nutritious Vitality8‰Û¡Ì£å¢ Night Detox Concentrate,C$96.00,Serum,Anti-Aging,/ca/en/product/nutritious-vitality8-night-detox-concentrate-P393905?icid2=products grid:p393905:product
Dior,Capture Youth Redness Soother Age-Delay Anti-Redness Soothing Serum,C$120.00,Serum,Anti-Aging,/ca/en/product/capture-youth-redness-soother-age-delay-anti-redness-soothing-serum-P427730?icid2=products grid:p427730:product
Dermalogica,Overnight Repair Serum,C$93.00,Serum,Anti-Aging,/ca/en/product/overnight-repair-serum-P423128?icid2=products grid:p423128:product
Skyn Iceland,Arctic Elixir,C$60.00,Serum,Anti-Aging,/ca/en/product/artic-elixir-P410507?icid2=products grid:p410507:product
Algenist,POWER Advanced Wrinkle Fighter Serum,C$108.00,Serum,Anti-Aging,/ca/en/product/power-advanced-wrinkle-fighter-serum-P399648?icid2=products grid:p399648:product
LancÌÎåÇme,Advanced GÌÎÌ_NIFIQUE Youth Activating Concentrate,C$170.00,Serum,Anti-Aging,/ca/en/product/advanced-g-nifique-youth-activating-concentrate-P395501?icid2=products grid:p395501:product
EstÌÎå©e Lauder,Revitalizing Supreme+ Global Anti-Aging Wake Up Balm,C$78.00,Serum,Anti-Aging,/ca/en/product/revitalizing-supreme-global-anti-aging-wake-up-balm-P415924?icid2=products grid:p415924:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt‰Û¡Ì£å¢ Beauty Sleep Serum,C$175.00,Serum,Anti-Aging,/ca/en/product/do-not-age-with-dr-brandt-beauty-sleep-serum-P399333?icid2=products grid:p399333:product
EstÌÎå©e Lauder,Revitalizing Supreme+ Global Anti-Aging Wake Up Balm,C$78.00,Serum,Anti-Aging,/ca/en/product/revitalizing-supreme-global-anti-aging-wake-up-balm-P422652?icid2=products grid:p422652:product
philosophy,Turbo Booster C Powder,C$50.00,Serum,Anti-Aging,/ca/en/product/turbo-booster-c-powder-P381596?icid2=products grid:p381596:product
REN Clean Skincare,Vita Mineral‰Û¡Ì£å¢ Omega 3 Optimum Skin Oil,C$56.00,Serum,Anti-Aging,/ca/en/product/vita-mineral-omega-3-optimum-skin-oil-P174617?icid2=products grid:p174617:product
Lancer,YoungerÌ´å¬ Pure Youth Serum with MIMIXYL‰Û¡Ì£å¢,C$340.00,Serum,Anti-Aging,/ca/en/product/younger-pure-youth-serum-with-mimixyl-P406610?icid2=products grid:p406610:product
CLINIQUE,Turnaround Revitalizing Treatment Oil,C$50.00,Serum,Anti-Aging,/ca/en/product/turnaround-revitalizing-treatment-oil-P394822?icid2=products grid:p394822:product
Consonant,Maximum Glycolic Meta Serum,C$60.00,Serum,Anti-Aging,/ca/en/product/maximum-glycolic-meta-serum-P427635?icid2=products grid:p427635:product
REN Clean Skincare,Keep Young and Beautiful Firming and Smoothing Serum,C$81.00,Serum,Anti-Aging,/ca/en/product/keep-young-and-beautiful-firming-and-smoothing-serum-P271683?icid2=products grid:p271683:product
Kate Somerville,Mega-C‰Û¡Ì£å¢ Dual Radiance Serum,C$108.00,Serum,Anti-Aging,/ca/en/product/mega-c-dual-radiance-serum-P393286?icid2=products grid:p393286:product
Juice Beauty,GREEN APPLE‰Û¡Ì£å¢ Age Defy Serum,C$72.00,Serum,Anti-Aging,/ca/en/product/green-apple-age-defy-serum-P408920?icid2=products grid:p408920:product
EstÌÎå©e Lauder,Swiss Performing Extract,C$64.00,Serum,Anti-Aging,/ca/en/product/swiss-performing-extract-P400815?icid2=products grid:p400815:product
EstÌÎå©e Lauder,Crescent White Full Brightening Spot Correcting Esscence,C$132.00,Serum,Anti-Aging,/ca/en/product/crescent-white-full-brightening-spot-correcting-esscence-P392889?icid2=products grid:p392889:product
bareMinerals,Ageless Genius‰Û¡Ì£å¢ Firming & Wrinkle Smoothing Serum,C$78.00,Serum,Anti-Aging,/ca/en/product/ageless-genius-tm-firming-wrinkle-smoothing-serum-P431177?icid2=products grid:p431177:product
Dermarche Labs,BioREWIND‰Û¡Ì£å¢ PM Pro-Grade Retinoid Repairing Serum,C$171.00,Serum,Anti-Aging,/ca/en/product/biorewind-pm-pro-grade-retinoid-repairing-serum-P411501?icid2=products grid:p411501:product
Biotherm,BLUE THERAPY DAY CREAM SPF 15,C$86.00,Serum,Anti-Aging,/ca/en/product/blue-therapy-day-cream-spf-15-P394511?icid2=products grid:p394511:product
Darphin,ExquisÌÎå¢ge Beauty Revealing Serum,C$188.00,Serum,Anti-Aging,/ca/en/product/exquisage-beauty-revealing-serum-P406953?icid2=products grid:p406953:product
Dermalogica,MultiVitamin Power Serum,C$97.00,Serum,Anti-Aging,/ca/en/product/multivitamin-power-serum-P423133?icid2=products grid:p423133:product
Juice Beauty,Signal Peptides Firming Serum,C$140.00,Serum,Anti-Aging,/ca/en/product/signal-peptides-firming-serum-P428919?icid2=products grid:p428919:product
Lise Watier,Sublimessence High Concentration Age-Defying Serum,C$86.00 - C$116.00,Serum,Anti-Aging,/ca/en/product/sublimessence-high-concentration-age-defying-serum-P435772?icid2=products grid:p435772:product
Clarins,Super Restorative Remodelling Serum,C$138.00,Serum,Anti-Aging,/ca/en/product/super-restorative-remodelling-serum-P403307?icid2=products grid:p403307:product
Peter Thomas Roth,Un-WrinkleÌ´å¬Turbo Face Serum,C$190.00,Serum,Anti-Aging,/ca/en/product/un-wrinkle-r-turbo-face-serum-P415106?icid2=products grid:p415106:product
B. Kamins,Lactic-10,C$45.00,Serum,Anti-Aging,/ca/en/product/lactic-10-P405213?icid2=products grid:p405213:product
Dermarche Labs,BioREWIND‰Û¡Ì£å¢ AM Full-Spectrum Antioxidant Serum,C$171.00,Serum,Anti-Aging,/ca/en/product/biorewind-am-full-spectrum-antioxidant-serum-P411500?icid2=products grid:p411500:product
Biotherm,SKINÌ´å´BEST SERUM-IN-CREAM,C$65.00,Serum,Anti-Aging,/ca/en/product/skin-best-serum-in-cream-P394517?icid2=products grid:p394517:product
Kate Somerville,Dilo Oil Age-Defying Oil,C$78.00,Serum,Anti-Aging,/ca/en/product/dilo-oil-age-defying-oil-P382900?icid2=products grid:p382900:product
Algenist,Retinol Firming & Lifting Serum,C$208.00,Serum,Anti-Aging,/ca/en/product/retinol-firming-lifting-serum-P379027?icid2=products grid:p379027:product
Perricone MD,High Potency Amine Face Treatment,C$132.00,Serum,Anti-Aging,/ca/en/product/high-potency-amine-face-treatment-P376238?icid2=products grid:p376238:product
Perricone MD,No Foundation Foundation Serum,C$74.00,Serum,Anti-Aging,/ca/en/product/no-foundation-foundation-serum-P405818?icid2=products grid:p405818:product
Murad,Complete Reform With Glyco Firming Complex,C$83.00,Serum,Anti-Aging,/ca/en/product/complete-reform-with-glyco-firming-complex-P381539?icid2=products grid:p381539:product
Murad,Rapid Collagen InfusionÌ´å¬,C$94.00,Serum,Anti-Aging,/ca/en/product/rapid-collagen-infusion-P381670?icid2=products grid:p381670:product
Perricone MD,No:Rinse DMAE Firming Pads,C$96.00,Serum,Anti-Aging,/ca/en/product/dmae-firming-pads-P399649?icid2=products grid:p399649:product
Farmacy,Invincible Root Cell Anti-Aging Serum,C$84.00,Serum,Anti-Aging,/ca/en/product/invincible-root-cell-anti-aging-serum-P400251?icid2=products grid:p400251:product
Peter Thomas Roth,Instant Firmx‰Û¡Ì£å¢,C$60.00,Serum,Anti-Aging,/ca/en/product/instant-firmx-tm-P381550?icid2=products grid:p381550:product
Kate Somerville,Tight'N‰Û¡Ì£å¢ Cryogenic Tightening Gel,C$130.00,Serum,Anti-Aging,/ca/en/product/tight-n-tm-cryogenic-tightening-gel-P427725?icid2=products grid:p427725:product
LancÌÎåÇme,ABSOLUE Sublime Oleo-Serum,C$196.00,Serum,Anti-Aging,/ca/en/product/absolue-sublime-oleo-serum-P399303?icid2=products grid:p399303:product
Perricone MD,PRE:EMPT SERIES‰Û¡Ì£å¢ Skin Perfecting Serum,C$90.00,Serum,Anti-Aging,/ca/en/product/pre-empt-series-skin-perfecting-serum-P420449?icid2=products grid:p420449:product
shu uemura,TSUYA Skin Youthful Bouncy-Fine Emulsion,C$80.00,Serum,Anti-Aging,/ca/en/product/tsuya-skin-youthful-bouncy-fine-emulsion-P404204?icid2=products grid:p404204:product
Algenist,Genius White Brightening Anti-Aging Emulsion,C$90.00,Serum,Anti-Aging,/ca/en/product/genius-white-brightening-anti-aging-emulsion-P393643?icid2=products grid:p393643:product
Dermalogica,Skin Hydrating Booster,C$85.00,Serum,Anti-Aging,/ca/en/product/skin-hydrating-booster-P423144?icid2=products grid:p423144:product
Eve Lom,Intense Hydration Serum,C$124.00,Serum,Anti-Aging,/ca/en/product/intense-hydration-serum-P381433?icid2=products grid:p381433:product
Dior,Capture Totale Le SÌÎå©rum,C$205.00,Serum,Anti-Aging,/ca/en/product/capture-totale-le-serum-P392521?icid2=products grid:p392521:product
Peter Thomas Roth,FIRMx Growth Factor Extreme Neuropeptide Serum,C$190.00,Serum,Anti-Aging,/ca/en/product/firmx-growth-factor-extreme-neuropeptide-serum-P381542?icid2=products grid:p381542:product
Guerlain,Super Aqua-CrÌÎåÂme Night Balm,C$193.00,Serum,Anti-Aging,/ca/en/product/super-aqua-creme-night-balm-P385577?icid2=products grid:p385577:product
Lancer,Dani Glowing Skin Perfector,C$120.00,Serum,Anti-Aging,/ca/en/product/dani-glowing-skin-perfector-P404485?icid2=products grid:p404485:product
Omorovicza,Radiance Renewal Serum,C$200.00,Serum,Anti-Aging,/ca/en/product/radiance-renewal-serum-P309210?icid2=products grid:p309210:product
B. Kamins,Glycolic-10,C$33.00,Serum,Anti-Aging,/ca/en/product/glycolic-10-P405214?icid2=products grid:p405214:product
B. Kamins,C- Resveratrol Serum Kx,C$126.00,Serum,Anti-Aging,/ca/en/product/c-resveratrol-serum-kx-P405215?icid2=products grid:p405215:product
philosophy,Full Of Promise‰Û¡Ì£å¢ Treatment Duo,C$89.00,Serum,Anti-Aging,/ca/en/product/full-of-promise-tm-treatment-duo-P381637?icid2=products grid:p381637:product
Lise Watier,Lift & Firm 3D Duo Serum 24 HRS,C$82.00,Serum,Anti-Aging,/ca/en/product/lift-firm-3d-duo-serum-24-hrs-P435780?icid2=products grid:p435780:product
Lise Watier,Lift & Firm 3D Flash Lift Radiance Vials,C$33.00,Serum,Anti-Aging,/ca/en/product/lift-firm-3d-flash-lift-radiance-vials-P435782?icid2=products grid:p435782:product
B. Kamins,Lifting Serum Kx,C$164.00,Serum,Anti-Aging,/ca/en/product/lifting-serum-kx-P405216?icid2=products grid:p405216:product
B. Kamins,Nia-Stem Serum Kx,C$135.00,Serum,Anti-Aging,/ca/en/product/nia-stem-serum-kx-P404670?icid2=products grid:p404670:product
This Works,No Wrinkles Night Repair,C$83.00,Serum,Anti-Aging,/ca/en/product/no-wrinkles-night-repair-P416910?icid2=products grid:p416910:product
Murad,Revitalixir‰Û¡Ì£å¢ Recovery Serum,C$115.00,Serum,Anti-Aging,/ca/en/product/revitalixir-recovery-serum-P435202?icid2=products grid:p435202:product
Darphin,STIMULSKIN PLUS Divine Multi-Corrective Cream,C$376.00,Serum,Anti-Aging,/ca/en/product/stimulskin-plus-divine-multi-corrective-cream-P419825?icid2=products grid:p419825:product
